-5.138431954934552515e-02,6.345886936735916067e-04,2.577374851201509887e-01,3.663139602184719429e-02,3.299127364691812336e-01,2.050030721795181345e-03,1.391036212444305420e-01,1.887859404087066650e-01,2.473542839288711548e-01,2.638117074966430664e-01,1.704934239387512207e-01,-5.647430568933486938e-02,-2.989063598215579987e-02,9.802908450365066528e-02,2.546344697475433350e-01,4.297620058059692383e-01,5.725794658064842224e-02,3.386853635311126709e-01,4.251642593437848089e-02,-6.537317778336637630e-01,2.229169076930447080e+00,4.294691207753120049e-02,-6.578704151639457320e-01,2.241655410581642638e+00,-2.400003865684461560e-03,-6.996193907949020963e-01,1.473937330811161406e+00,8.522814393545911915e-02,-7.261886508077589619e-01,1.493123276783275166e+00
-5.528162555509710807e-02,1.891111630722477292e-03,3.054941744843375218e-01,-3.752171565018711397e-03,1.553299303922001107e-01,1.008228420981644759e-02,-3.799263238906860352e-01,2.268089205026626587e-01,2.439031153917312622e-01,-2.373503744602203369e-01,2.367352396249771118e-01,-2.404036521911621094e-01,-4.434486627578735352e-01,1.387806087732315063e-01,-1.707277148962020874e-01,1.493689720518887043e-03,3.363907933235168457e-01,-3.086485862731933594e-01,-3.605614199699860856e-02,-7.721761696529262364e-01,1.952434975037194098e+00,1.101012048681081212e-02,-7.654723425043511442e-01,1.821675466052766756e+00,-1.036042615902542791e-01,-9.087690914605498493e-01,1.514205546827168236e+00,1.102957869577962796e-01,-8.167703468416517287e-01,1.499923484321830980e+00
-5.911890106385251503e-02,3.112868336139208887e-03,3.377578897602949159e-01,-3.428287979868738927e-02,1.423734184487048665e-02,1.643888055897724590e-02,-4.572594761848449707e-01,1.910132020711898804e-01,-3.090444393455982208e-02,-4.268215224146842957e-02,1.518499851226806641e-01,1.387295722961425781e-01,2.194343656301498413e-01,2.434378713369369507e-01,-5.485144853591918945e-01,9.525423496961593628e-02,2.734090089797973633e-01,-7.433075904846191406e-01,-1.658242159473362620e-01,-8.911174879038828989e-01,1.879571346479283145e+00,-3.039066572914695535e-02,-9.177743964385512987e-01,1.755304284327201092e+00,-8.277713240806588990e-02,-9.863465820166331666e-01,1.483575657946813342e+00,9.362835493353313665e-02,-8.104266041470818971e-01,1.415616480009339817e+00
-6.364484933287330171e-02,4.693353971751061497e-03,3.551771729927797328e-01,-1.937035922587476353e-02,-1.092334597981206162e-01,2.500483897324549953e-02,-3.572831153869628906e-01,2.038006335496902466e-01,-2.070651948451995850e-01,1.696237027645111084e-01,2.080979943275451660e-01,-1.752168983221054077e-01,2.804183363914489746e-01,3.232181370258331299e-01,-6.198464632034301758e-01,8.741921186447143555e-02,2.739666104316711426e-01,-6.453971862792968750e-01,-2.445581241754687940e-01,-9.696040690927656414e-01,1.789009992369025470e+00,7.756917321670876025e-03,-1.000990839636155760e+00,1.741152479009525189e+00,3.944387163281962150e-02,-9.236091712079567140e-01,1.394347864445742546e+00,8.307612891247533049e-02,-8.308712177240266117e-01,1.319105878647266472e+00
-7.010747869949333910e-02,4.686632374639542083e-03,3.635630247616077892e-01,2.302033643986256192e-02,-1.530389062578980663e-01,5.300335165328175918e-02,-4.496407508850097656e-01,2.661981582641601562e-01,-2.076502293348312378e-01,3.754525780677795410e-01,2.621411681175231934e-01,-2.408345043659210205e-01,-4.558732733130455017e-02,2.486112266778945923e-01,-4.941789805889129639e-01,9.588129818439483643e-02,2.362391352653503418e-01,-4.981601834297180176e-01,-2.936616760865404796e-01,-9.620945606172911502e-01,1.712065440182425791e+00,1.056560764258987761e-01,-9.822967864766415369e-01,1.688300537613815600e+00,6.462033846422969574e-02,-9.213946778474063626e-01,1.371465501241059259e+00,8.879710528446915774e-02,-8.577638236314926168e-01,1.318749543521791745e+00
-7.682378794532751520e-02,3.892655128535535587e-03,3.582820199439445963e-01,2.685795737322745416e-02,-1.773066252209281324e-01,9.406200133701629607e-02,-4.120642244815826416e-01,2.160104215145111084e-01,-7.530283927917480469e-02,3.704784810543060303e-01,2.788125276565551758e-01,-2.920156419277191162e-01,-9.806727617979049683e-02,1.976351886987686157e-01,2.784181013703346252e-02,5.371313914656639099e-02,2.103398740291595459e-01,-1.119942441582679749e-01,-3.194722403190438098e-01,-9.607344597246623152e-01,1.697861130175802202e+00,1.956991192543302283e-01,-9.310525839586134556e-01,1.630719970674755270e+00,1.711618680006532500e-02,-9.463990343372615799e-01,1.485793892067408528e+00,7.187746231646438555e-02,-9.212624148482370101e-01,1.423568226684777338e+00
-8.359020018216808956e-02,3.195244795899073072e-03,3.366438096280802150e-01,2.914977359426535256e-02,-2.009900797769721692e-01,1.332951121471234179e-01,-5.671384930610656738e-01,2.111257910728454590e-01,-1.481796894222497940e-02,4.849106073379516602e-01,2.765603065490722656e-01,-3.081088364124298096e-01,-1.234384402632713318e-01,2.302348464727401733e-01,1.621629148721694946e-01,1.546538472175598145e-01,1.907616257667541504e-01,1.181198060512542725e-01,-3.576688522787673796e-01,-9.812645478280327405e-01,1.726327703019300497e+00,2.719991600776798801e-01,-8.892361751315511764e-01,1.586692593436334953e+00,-3.362235333071163235e-02,-9.704564261235664180e-01,1.667911729103501939e+00,7.834448795025972245e-02,-9.817908741700221986e-01,1.602686809273921709e+00
-9.062163913375671787e-02,4.124530340480730799e-03,3.072935849401423059e-01,7.646058482926700647e-04,-1.779559616312973436e-01,1.597920383966089930e-01,-4.144020974636077881e-01,2.145719528198242188e-01,4.914430528879165649e-02,4.918468594551086426e-01,3.316446840763092041e-01,-3.278703093528747559e-01,-1.539999693632125854e-01,1.590377539396286011e-01,-4.026231169700622559e-01,-1.441333591938018799e-01,1.495979875326156616e-01,-1.286255568265914917e-01,-3.733420427266750941e-01,-9.947658704659876339e-01,1.772211687931124047e+00,3.254200116897281725e-01,-8.265257797273216633e-01,1.554475850543117321e+00,-7.571436489438053419e-02,-9.811979424854194720e-01,1.740412305149306560e+00,4.452293469238512158e-02,-1.031383616089481370e+00,1.766325105696893605e+00
-8.672435298701904050e-02,3.855869455042934806e-03,2.865798532053916436e-01,-1.687581957209667236e-02,-1.268473813312143983e-01,1.918572123961191644e-01,-3.687989711761474609e-01,2.050372809171676636e-01,5.810477957129478455e-02,4.898793101310729980e-01,2.980893254280090332e-01,-2.516316473484039307e-01,-1.728887557983398438e-01,1.355703473091125488e-01,-3.757414221763610840e-01,-1.095416843891143799e-01,1.106943935155868530e-01,-6.868474185466766357e-02,-3.377022204565338637e-01,-1.008755293717699564e+00,1.807079764748838357e+00,3.550597294332002440e-01,-7.952345997617213946e-01,1.550271025105067535e+00,-1.192088472961242707e-01,-9.525554612052203884e-01,1.802393400608354845e+00,3.432092444584821517e-03,-1.050877464711119869e+00,1.848411880102242666e+00
-6.541748164909157170e-02,2.677779725298777558e-03,2.771389672393413384e-01,-6.480391243377136429e-03,-8.581198922319380196e-02,2.179497955651668317e-01,-4.011259377002716064e-01,2.288219779729843140e-01,4.703120142221450806e-02,3.858347535133361816e-01,2.943015694618225098e-01,-1.815993040800094604e-01,-1.540420800447463989e-01,1.193323582410812378e-01,-4.648379683494567871e-01,-1.324384957551956177e-01,8.864670991897583008e-02,-1.253827214241027832e-01,-3.159362723878416657e-01,-1.005507237038576029e+00,1.825660198815275193e+00,3.483770337123995864e-01,-7.935700811325335780e-01,1.577262310478082741e+00,-1.460034111585701844e-01,-9.613018296675677199e-01,1.788712896844145472e+00,-2.654500620592782981e-02,-1.117369499341407169e+00,1.878757309759903738e+00
